,names,genres,releaseDates,playenv_strs,ratingScores,ratingAmts,newPosts,community_Links,rating_Links
5309,스트리트 파이터 EX 2  플러스,"장르: 격투, 액션","일정: 출시 (1999.06.11), 출시 (1999.12.22)",ETC PS2,0,0,0,http://bbs.ruliweb.com/game/9719,http://bbs.ruliweb.com/game/9719/review
5310,스트리트 파이터 알파 앤솔로지,장르: 격투,일정: 출시 (2006.05.25),ETC,0,0,0,http://bbs.ruliweb.com/game/9720,http://bbs.ruliweb.com/game/9720/review
5311,스트리트 파이터 3: 뉴 제네레이션,장르: 격투,일정: 출시 (1997.02.04),ETC,0,0,0,http://bbs.ruliweb.com/game/9721,http://bbs.ruliweb.com/game/9721/review
5312,스트리트 파이터 EX 플러스 알파,"장르: 격투, 액션",일정: 출시 (1997.07.17),PS2,0,0,0,http://bbs.ruliweb.com/game/9722,http://bbs.ruliweb.com/game/9722/review
5313,스트리트 파이터 EX,"장르: 격투, 액션",일정: 출시 (1996.11.30),ETC,0,0,0,http://bbs.ruliweb.com/game/9723,http://bbs.ruliweb.com/game/9723/review
5314,스트리트 파이터 제로 3,"장르: 격투, 액션","일정: 출시 (1998.06.29), 출시 (1998.12.23), 출시 (1999.07.08), 출시 (1999.08.06), 출시 (2002.09.27), 출시 (2006.01.19)",ETC PS2 ETC ETC ETC PSP,0,0,0,http://bbs.ruliweb.com/game/9724,http://bbs.ruliweb.com/game/9724/review
5315,스트리트 파이터 제로 2,"장르: 격투, 액션","일정: 출시 (1996.02.27), 출시 (2009.12.07), 출시 (1996.08.09), 출시 (2010.11.30), 출시 (1996.09.14), 출시 (1998.03.12), 출시 (2009.06.04)",ETC Wii PS2 PSN ETC PC/ON PS3 ETC,0,0,0,http://bbs.ruliweb.com/game/9725,http://bbs.ruliweb.com/game/9725/review
5316,스트리트 파이터 : 더 무비,"장르: 격투, 액션","일정: 출시 (1995.05.31), 출시 (1995.07.31)",ETC PS2 ETC,0,0,0,http://bbs.ruliweb.com/game/9726,http://bbs.ruliweb.com/game/9726/review
5317,스트리트 파이터 제로,"장르: 격투, 액션","일정: 출시 (1995.06.05), 출시 (2008.08.14), 출시 (1995.12.22), 출시 (1996.01.26), 출시 (2001.03.30), 출시 (1998.06.14)",ETC ETC PS2 ETC ETC PC/ON PS3,0,0,0,http://bbs.ruliweb.com/game/9727,http://bbs.ruliweb.com/game/9727/review
5318,스트리트 파이터: 대쉬 터보,"장르: 격투, 액션",일정: 출시 (2006.08.02),X360,0,0,0,http://bbs.ruliweb.com/game/9728,http://bbs.ruliweb.com/game/9728/review
5319,슈퍼 스트리트 파이터 2 : 뉴 챌린저,"장르: 격투, 액션","일정: 출시 (2008.01.21), 출시 (1994.11.30), 출시 (1992.11.30)",Wii PC/ON ETC,0,0,0,http://bbs.ruliweb.com/game/9729,http://bbs.ruliweb.com/game/9729/review
5320,슈퍼 스트리트 파이터 2 X : 그랜드 마스터 챌린지,"장르: 격투, 액션","일정: 출시 (1994.11.30), 출시 (1996.11.30), 출시 (1993.11.30), 출시 (1994.03.23)",PC/ON PS2 ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9730,http://bbs.ruliweb.com/game/9730/review
5321,스트리트 파이터 2 터보 - 하이퍼 파이팅,"장르: 격투, 액션",일정: 출시 (1991.11.30),ETC,0,0,0,http://bbs.ruliweb.com/game/9731,http://bbs.ruliweb.com/game/9731/review
5322,스트리트 파이터 2 대쉬,"장르: 격투, 액션",일정: 출시 (1991.11.30),ETC,0,0,0,http://bbs.ruliweb.com/game/9732,http://bbs.ruliweb.com/game/9732/review
5323,스트리트 파이터,"장르: 격투, 액션","일정: 출시 (1987.11.30), 출시 (1987.07.31), 출시 (2005.09.27), 출시 (2009.11.02), 출시 (2010.11.30)",PC/ON ETC ETC X360 Wii PSN,0,1,0,http://bbs.ruliweb.com/game/9733,http://bbs.ruliweb.com/game/9733/review
5324,파워스톤,"장르: 격투, 액션","일정: 출시 (1999.02.13), 출시 (1999.02.25)",ETC ETC,0,1,0,http://bbs.ruliweb.com/game/9734,http://bbs.ruliweb.com/game/9734/review
5325,파이터즈 언케이지드,"장르: 격투, 액션",일정: 출시 (2010.11.04),X360,0,0,0,http://bbs.ruliweb.com/game/9735,http://bbs.ruliweb.com/game/9735/review
5326,신 호혈사일족 -번뇌 해방,"장르: 격투, 액션",일정: 출시 (2006.05.25),ETC,0,0,0,http://bbs.ruliweb.com/game/9736,http://bbs.ruliweb.com/game/9736/review
5327,187 라이드 오어 다이,장르: 레이싱,일정: 출시 (2005.08.23),ETC X360,0,0,0,http://bbs.ruliweb.com/game/9737,http://bbs.ruliweb.com/game/9737/review
5328,D1 그랑프리,장르: 레이싱,일정: 출시 (2005.10.20),ETC,0,0,0,http://bbs.ruliweb.com/game/9738,http://bbs.ruliweb.com/game/9738/review
5329,F1 2009,장르: 레이싱,"일정: 출시 (2009.11.17), 출시 (2007.11.17), 출시 (2010.08.03)",Wii PSP PSN,0,0,0,http://bbs.ruliweb.com/game/9739,http://bbs.ruliweb.com/game/9739/review
5330,F-제로 팔콘전설,장르: 레이싱,일정: 출시 (2003.11.28),ETC,0,0,0,http://bbs.ruliweb.com/game/9740,http://bbs.ruliweb.com/game/9740/review
5331,F-제로 X,장르: 레이싱,일정: 출시 (1998.07.14),ETC,0,0,0,http://bbs.ruliweb.com/game/9741,http://bbs.ruliweb.com/game/9741/review
5332,F-제로,장르: 레이싱,일정: 출시 (1990.11.21),ETC,0,0,0,http://bbs.ruliweb.com/game/9742,http://bbs.ruliweb.com/game/9742/review
5333,레이스 드라이버 : 그리드,장르: 레이싱,"일정: 출시 (2008.05.30), 출시 (2008.08.05)",PC/ON PS3 X360 NDS,10,1,0,http://bbs.ruliweb.com/game/9743,http://bbs.ruliweb.com/game/9743/review
5334,토카 레이스 드라이버 2,장르: 레이싱,"일정: 출시 (2004.04.15), 출시 (2005.09.01), 출시 (2004.10.05), 출시 (2004.10.13)",PC/ON PSP ETC X360,0,0,0,http://bbs.ruliweb.com/game/9744,http://bbs.ruliweb.com/game/9744/review
5335,WRC : FIA 월드 랠리 챔피언십,장르: 레이싱,일정: 출시 (2010.10.08),PC/ON PS3 X360,0,0,0,http://bbs.ruliweb.com/game/9745,http://bbs.ruliweb.com/game/9745/review
5336,그란 투리스모 5 프롤로그,장르: 레이싱,일정: 출시 (2007.12.13),PS3,0,0,0,http://bbs.ruliweb.com/game/9747,http://bbs.ruliweb.com/game/9747/review
5337,그란 투리스모 HD 컨셉,장르: 레이싱,일정: 출시 (2006.12.24),PS3,0,0,0,http://bbs.ruliweb.com/game/9748,http://bbs.ruliweb.com/game/9748/review
5338,그란 투리스모 컨셉 : 2002 도쿄 - 제네바,장르: 레이싱,일정: 출시 (2002.01.01),ETC,0,0,0,http://bbs.ruliweb.com/game/9749,http://bbs.ruliweb.com/game/9749/review
5339,그란 투리스모 컨셉 2001 도쿄,장르: 레이싱,일정: 출시 (2002.01.01),ETC,0,0,0,http://bbs.ruliweb.com/game/9750,http://bbs.ruliweb.com/game/9750/review
5340,그란 투리스모,장르: 레이싱,일정: 출시 (1997.12.23),PS2,0,0,0,http://bbs.ruliweb.com/game/9752,http://bbs.ruliweb.com/game/9752/review
5341,징기스칸 2,장르: MMORPG,일정: 출시 (2011.06.23),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9753,http://bbs.ruliweb.com/game/9753/review
5342,포토카노,"장르: 연애, 시뮬레이션",일정: 출시 (2011.09.29),PSP,9,1,0,http://bbs.ruliweb.com/game/9754,http://bbs.ruliweb.com/game/9754/review
5343,좀비 온라인,장르: MMORPG,"일정: 출시 (2011.01.14), CBT (2011.01.13), 서비스중단 (2013.03.05)",PC/ON,0,1,0,http://bbs.ruliweb.com/game/9755,http://bbs.ruliweb.com/game/9755/review
5344,하이시티,장르: 웹,일정: 출시 (2010.11.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9756,http://bbs.ruliweb.com/game/9756/review
5345,시티헌터,"장르: 전략, 웹","일정: 출시 (2011.05.18), 서비스중단 (2012.11.30)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9757,http://bbs.ruliweb.com/game/9757/review
5346,패션스타,"장르: 소셜, 시뮬레이션","일정: 출시 (2010.11.04), 서비스종료 (2014.12.30)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9758,http://bbs.ruliweb.com/game/9758/review
5347,니노쿠니: 하얀 성회의 여왕,장르: RPG,일정: 출시 (2011.11.17),PS3,9.4,89,0,http://bbs.ruliweb.com/game/9759,http://bbs.ruliweb.com/game/9759/review
5348,클리커,장르: 퍼즐,일정: 출시 (2010.12.23),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9760,http://bbs.ruliweb.com/game/9760/review
5349,던전 앤 드래곤 대거데일,"장르: RPG, 액션",일정: 출시 (2011.05.25),PC/ON X360 PS3,0,0,0,http://bbs.ruliweb.com/game/9762,http://bbs.ruliweb.com/game/9762/review
5350,레그나 온라인,장르: RPG,"일정: CBT (2011.02.07), CBT (2011.02.21)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9763,http://bbs.ruliweb.com/game/9763/review
5351,플래닛팜,장르: 소셜,"일정: 출시 (2010.12.23), 서비스종료 (2014.12.30)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9764,http://bbs.ruliweb.com/game/9764/review
5352,AKB 1/48 아이돌과 사랑한다면..,"장르: 연애, 시뮬레이션",일정: 출시 (2010.12.23),PSP,0,0,0,http://bbs.ruliweb.com/game/9765,http://bbs.ruliweb.com/game/9765/review
5353,듀얼몬스터,장르: 보드,일정: 출시 (2010.11.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9766,http://bbs.ruliweb.com/game/9766/review
5354,로그앤,장르: MMORPG,"일정: 출시 (2011.02.21), OBT (2011.02.18)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9767,http://bbs.ruliweb.com/game/9767/review
5355,키메라,장르: MMORPG,일정: 출시 (2011.11.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9769,http://bbs.ruliweb.com/game/9769/review
5356,마법 천자문 DS 2 최후의 한자마법,장르: 교육,일정: 출시 (2011.01.27),NDS,0,0,0,http://bbs.ruliweb.com/game/9771,http://bbs.ruliweb.com/game/9771/review
5357,슈퍼 마리오 Wii 2 갤럭시 어드벤처 투게더,"장르: 어드벤처, 액션",일정: 출시 (2011.01.20),Wii,6.5,6,0,http://bbs.ruliweb.com/game/9772,http://bbs.ruliweb.com/game/9772/review
5358,테일즈 오브 엑실리아,장르: RPG,일정: 출시 (2011.09.08),PS3,6.7,78,0,http://bbs.ruliweb.com/game/9773,http://bbs.ruliweb.com/game/9773/review
5359,MLB 매니저 온라인,"장르: 웹, 스포츠",일정: 서비스중단 (2012.06.29),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9774,http://bbs.ruliweb.com/game/9774/review
5360,모두의 스트레스 팍!,장르: 액션,일정: 출시 (2010.12.17),PSP,0,0,0,http://bbs.ruliweb.com/game/9775,http://bbs.ruliweb.com/game/9775/review
5361,포르자 모터스포츠 4,장르: 레이싱,일정: 출시 (2011.10.11),X360,8.1,176,0,http://bbs.ruliweb.com/game/9776,http://bbs.ruliweb.com/game/9776/review
5362,프로토타입 2,장르: 액션,일정: 출시 (2012.04.24),PC/ON PS3 X360,8.7,22,0,http://bbs.ruliweb.com/game/9777,http://bbs.ruliweb.com/game/9777/review
5363,매스 이펙트 3,"장르: RPG, 액션","일정: 출시 (2012.03.06), 출시 (2012.11.13)",PC/ON PS3 X360 Wii U Apple ETC,7.2,53,0,http://bbs.ruliweb.com/game/9779,http://bbs.ruliweb.com/game/9779/review
5364,부트캠프 온라인,장르: FPS,일정: 미정 (2011.11.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9780,http://bbs.ruliweb.com/game/9780/review
5365,아스트로 레인저,장르: 아케이드,일정: 출시 (2009.12.24),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9781,http://bbs.ruliweb.com/game/9781/review
5366,언챠티드 3: 황금사막의 아틀란티스,"장르: 어드벤처, TPS, 액션",일정: 출시 (2011.11.01),PS3,9.2,199,0,http://bbs.ruliweb.com/game/9782,http://bbs.ruliweb.com/game/9782/review
5367,야구 9단,"장르: 육성, 웹, 시뮬레이션","일정: CBT (2010.12.29), OBT (2011.04.03)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9784,http://bbs.ruliweb.com/game/9784/review
5368,클럽 엠스타,"장르: 리듬, 액션",일정: 출시 (2011.05.16),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9785,http://bbs.ruliweb.com/game/9785/review
5369,건즈 2,장르: 액션,일정: 서비스종료 (2013.12.31),PC/ON,6.7,3,0,http://bbs.ruliweb.com/game/9786,http://bbs.ruliweb.com/game/9786/review
5370,이블 지니어스: WMD,장르: 웹,일정: 출시 (2010.12.08),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9787,http://bbs.ruliweb.com/game/9787/review
5371,명탐정 코난: 추억의 환상,장르: 어드벤처,일정: 출시 (2010.12.16),Wii,3.7,3,0,http://bbs.ruliweb.com/game/9788,http://bbs.ruliweb.com/game/9788/review
5372,툼 레이더 트릴로지,"장르: 어드벤처, 액션",일정: 출시 (2011.03.22),PS3,5,2,0,http://bbs.ruliweb.com/game/9789,http://bbs.ruliweb.com/game/9789/review
5373,마계전기 디스가이아 3,장르: SRPG,일정: 출시 (2008.01.31),PS3,8,2,0,http://bbs.ruliweb.com/game/9790,http://bbs.ruliweb.com/game/9790/review
5374,마계전기 디스가이아 2,장르: SRPG,일정: 출시 (2006.02.23),ETC,0,0,0,http://bbs.ruliweb.com/game/9791,http://bbs.ruliweb.com/game/9791/review
5375,바이너리 도메인,장르: 액션,일정: 출시 (2012.02.14),PS3 X360,8.4,18,0,http://bbs.ruliweb.com/game/9792,http://bbs.ruliweb.com/game/9792/review
5376,소드걸스,"장르: 전략, 웹",일정: 출시 (2011.03.22),PC/ON,8,15,0,http://bbs.ruliweb.com/game/9793,http://bbs.ruliweb.com/game/9793/review
5377,테스닥,장르: 웹,일정: 출시 (2010.12.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9794,http://bbs.ruliweb.com/game/9794/review
5378,윈드슬레이어즈,장르: MMORPG,일정: 서비스중단 (2013.12.20),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9796,http://bbs.ruliweb.com/game/9796/review
5379,드래곤볼: 젠카이 배틀 로얄,"장르: 격투, 액션",일정: 출시 (2011.04.30),ETC,0,0,0,http://bbs.ruliweb.com/game/9797,http://bbs.ruliweb.com/game/9797/review
5380,크로노 레이지,장르: 액션,일정: 출시 (2010.11.10),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9798,http://bbs.ruliweb.com/game/9798/review
5381,유어 쉐이프,장르: 스포츠,일정: 출시 (2010.12.09),X360,0,0,0,http://bbs.ruliweb.com/game/9799,http://bbs.ruliweb.com/game/9799/review
5382,프로젝트 G,장르: 스포츠,일정: CBT (2009.11.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9800,http://bbs.ruliweb.com/game/9800/review
5383,워페이스,장르: FPS,"일정: 출시 (2013.04.23), 서비스종료 (2014.11.27)",PC/ON,6.9,7,0,http://bbs.ruliweb.com/game/9801,http://bbs.ruliweb.com/game/9801/review
5384,이상한 나라의 프린세스,장르: 어드벤처,일정: 출시 (2010.12.02),NDS,0,0,0,http://bbs.ruliweb.com/game/9802,http://bbs.ruliweb.com/game/9802/review
5385,마이 스쿼드,장르: 웹,일정: OBT (2010.12.03),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9803,http://bbs.ruliweb.com/game/9803/review
5386,엘더스크롤 5: 스카이림,장르: RPG,"일정: 출시 (2011.11.11), 출시 (2016.10.28)",PC/ON PS3 X360 PS4 XONE,9.1,414,0,http://bbs.ruliweb.com/game/9804,http://bbs.ruliweb.com/game/9804/review
5387,레전드 오브 블러드,장르: MMORPG,"일정: CBT (2011.02.17), OBT (2011.04.05), OBT (2011.04.19), 서비스중단 (2012.12.13)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9805,http://bbs.ruliweb.com/game/9805/review
5388,더 파이트,장르: 액션,일정: 출시 (2010.11.09),PS3,9,3,0,http://bbs.ruliweb.com/game/9806,http://bbs.ruliweb.com/game/9806/review
5389,프리잭,장르: 레이싱,"일정: 출시 (2012.02.02), 서비스중단 (2012.10.05)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9807,http://bbs.ruliweb.com/game/9807/review
5390,마스터 오브 디펜스,"장르: 전략, 시뮬레이션",일정: 출시 (2011.09.30),Apple,0,0,0,http://bbs.ruliweb.com/game/9808,http://bbs.ruliweb.com/game/9808/review
5391,펫츠,장르: 육성,일정: 출시 (2011.11.30),Apple,0,0,0,http://bbs.ruliweb.com/game/9809,http://bbs.ruliweb.com/game/9809/review
5392,리플렉비트,장르: 리듬,일정: 출시 (2011.01.10),ETC,0,0,0,http://bbs.ruliweb.com/game/9810,http://bbs.ruliweb.com/game/9810/review
5393,2012: 서울,"장르: 전략, 시뮬레이션",일정: 출시 (2011.02.24),Apple Apple PC/ON,0,0,0,http://bbs.ruliweb.com/game/9811,http://bbs.ruliweb.com/game/9811/review
5394,카트라이더 러쉬,장르: 레이싱,"일정: 출시 (2011.03.12), 서비스종료 (2014.12.09)",Apple Apple,4.5,4,0,http://bbs.ruliweb.com/game/9812,http://bbs.ruliweb.com/game/9812/review
5395,에코크롬 2,장르: 퍼즐,일정: 출시 (2010.12.23),PS3,0,0,0,http://bbs.ruliweb.com/game/9813,http://bbs.ruliweb.com/game/9813/review
5396,파타퐁 3,장르: 액션,일정: 출시 (2011.04.28),PSP,9.5,2,0,http://bbs.ruliweb.com/game/9814,http://bbs.ruliweb.com/game/9814/review
5397,리틀 빅 플래닛 2,장르: 액션,일정: 출시 (2011.01.18),PS3,6.4,7,0,http://bbs.ruliweb.com/game/9815,http://bbs.ruliweb.com/game/9815/review
5398,비트 스케치,"장르: 리듬, 액션",일정: 출시 (2010.11.24),PS3,0,0,0,http://bbs.ruliweb.com/game/9816,http://bbs.ruliweb.com/game/9816/review
5399,강호협객전,장르: 웹,"일정: 출시 (2011.05.18), CBT (2011.01.27), CBT (2011.03.17)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9817,http://bbs.ruliweb.com/game/9817/review
5400,건담무쌍 3,"장르: RPG, 액션",일정: 출시 (2010.12.16),PS3 X360,8.5,4,0,http://bbs.ruliweb.com/game/9818,http://bbs.ruliweb.com/game/9818/review
5401,바디&브레인 엑서사이즈,장르: 교육,일정: 출시 (2010.11.17),X360,0,0,0,http://bbs.ruliweb.com/game/9819,http://bbs.ruliweb.com/game/9819/review
5402,프로젝트 고블린,"장르: RPG, 액션",일정: 미정 (2011.11.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9821,http://bbs.ruliweb.com/game/9821/review
5403,트라비아 2,장르: MMORPG,"일정: CBT (2011.01.12), CBT (2011.04.14), OBT (2011.08.04)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9822,http://bbs.ruliweb.com/game/9822/review
5404,레드 데드 리뎀션: 나이트메어 컬렉션,장르: 액션,일정: 출시 (2010.10.26),PS3 X360,8.7,3,0,http://bbs.ruliweb.com/game/9823,http://bbs.ruliweb.com/game/9823/review
5405,해리 포터와 죽음의 성물 파트 1,장르: 액션,일정: 출시 (2010.11.16),X360 PC/ON PS3 Wii NDS,0,0,0,http://bbs.ruliweb.com/game/9824,http://bbs.ruliweb.com/game/9824/review
5406,사가 3: 시공의 패자 Shadow or Light,장르: RPG,일정: 출시 (2011.01.06),NDS,0,0,0,http://bbs.ruliweb.com/game/9825,http://bbs.ruliweb.com/game/9825/review
5407,블록마스터,"장르: 격투, 액션",일정: 출시 (2008.06.10),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9826,http://bbs.ruliweb.com/game/9826/review
5408,역전검사 2,장르: 어드벤처,일정: 출시 (2011.02.03),NDS,10,1,0,http://bbs.ruliweb.com/game/9827,http://bbs.ruliweb.com/game/9827/review
5409,뿌까 파워 업,장르: 액션,일정: 출시 (2010.12.09),NDS,0,0,0,http://bbs.ruliweb.com/game/9828,http://bbs.ruliweb.com/game/9828/review
5410,열혈협객,장르: MMORPG,"일정: CBT (2011.01.18), CBT (2011.12.02), CBT (2011.02.10), CBT (2011.05.13), CBT (2011.07.07), CBT (2011.07.14), CBT (2011.11.10), OBT (2011.12.30)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9829,http://bbs.ruliweb.com/game/9829/review
5411,가르쳐줘 달링,"장르: 연애, 시뮬레이션",일정: 출시 (2010.11.25),NDS,0,0,0,http://bbs.ruliweb.com/game/9830,http://bbs.ruliweb.com/game/9830/review
5412,파이트씨티 온라인,"장르: RPG, 액션",일정: ,,0,0,0,http://bbs.ruliweb.com/game/9831,http://bbs.ruliweb.com/game/9831/review
5413,아스타,장르: MMORPG,일정: 서비스종료 (2015.08.23),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9832,http://bbs.ruliweb.com/game/9832/review
5414,스플래터 하우스,장르: 액션,일정: 출시 (2010.11.23),PS3 X360,7.5,2,0,http://bbs.ruliweb.com/game/9833,http://bbs.ruliweb.com/game/9833/review
5415,마이트 앤 매직 히어로즈 킹덤즈,장르: 웹,"일정: 출시 (2011.02.09), OBT (2011.01.24)",PC/ON,2,1,0,http://bbs.ruliweb.com/game/9834,http://bbs.ruliweb.com/game/9834/review
5416,스쿼드플로우,장르: TPS,"일정: CBT (2011.09.30), CBT (2012.07.26)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9835,http://bbs.ruliweb.com/game/9835/review
5417,비쥬월드 3,장르: 퍼즐,일정: 출시 (2010.12.07),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9836,http://bbs.ruliweb.com/game/9836/review
5418,엘로아,장르: MMORPG,"일정: 출시 (2015.01.31), CBT (2014.11.18), OBT (2015.01.20)",PC/ON,7.7,6,0,http://bbs.ruliweb.com/game/9837,http://bbs.ruliweb.com/game/9837/review
5419,영웅서유기,"장르: RPG, 웹","일정: 출시 (2011.02.16), CBT (2011.01.05), OBT (2011.01.19), 서비스중단 (2012.09.19)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/9838,http://bbs.ruliweb.com/game/9838/review
5420,삼국지를 품다,장르: MMORPG,"일정: 출시 (2012.10.25), 출시 (2012.11.01), 서비스종료 (2015.01.01)",PC/ON ETC Apple,2,3,0,http://bbs.ruliweb.com/game/9839,http://bbs.ruliweb.com/game/9839/review
