,names,genres,releaseDates,playenv_strs,ratingScores,ratingAmts,newPosts,community_Links,rating_Links
5176,포에버 블루 : 바다가 부르는 소리,장르: 시뮬레이션,일정: 출시 (2008.08.02),Wii,0,0,0,http://bbs.ruliweb.com/game/9581,http://bbs.ruliweb.com/game/9581/review
5177,퓨전 프렌지 2,장르: 가족,일정: 출시 (2007.02.09),X360,0,0,0,http://bbs.ruliweb.com/game/9582,http://bbs.ruliweb.com/game/9582/review
5178,프린세스 베이커리,장르: 시뮬레이션,일정: 출시 (2009.04.23),NDS,8,1,0,http://bbs.ruliweb.com/game/9583,http://bbs.ruliweb.com/game/9583/review
5179,피크로스 DS,장르: 퍼즐,일정: 출시 (2007.01.25),NDS,0,0,0,http://bbs.ruliweb.com/game/9584,http://bbs.ruliweb.com/game/9584/review
5180,핑키 스트리트 : 반짝반짝 뮤직아워 신나는 댄스 배틀,장르: 리듬,일정: 출시 (2008.07.03),NDS,0,0,0,http://bbs.ruliweb.com/game/9585,http://bbs.ruliweb.com/game/9585/review
5181,HG 하이드리움,장르: 퍼즐,일정: 출시 (2005.08.11),PSP,0,0,0,http://bbs.ruliweb.com/game/9586,http://bbs.ruliweb.com/game/9586/review
5182,하츠네 미쿠 : 프로젝트 디바 f,장르: 리듬,"일정: 출시 (2012.08.30), 출시 (2013.03.07)",VITA PS3,8.4,169,0,http://bbs.ruliweb.com/game/9587,http://bbs.ruliweb.com/game/9587/review
5183,데드 오어 얼라이브,"장르: 격투, 액션","일정: 출시 (1995.11.30), 출시 (1997.10.09), 출시 (1998.03.12), 출시 (2009.05.28)",ETC ETC PS2 PSN,0,0,0,http://bbs.ruliweb.com/game/9588,http://bbs.ruliweb.com/game/9588/review
5184,포이즌빌,장르: MMORPG,일정: 출시 (2010.08.24),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9589,http://bbs.ruliweb.com/game/9589/review
5185,카니지 하트 엑사,"장르: 전략, 시뮬레이션",일정: 출시 (2010.10.28),PSP,0,0,0,http://bbs.ruliweb.com/game/9590,http://bbs.ruliweb.com/game/9590/review
5186,나루토 질풍전: 격투 닌자 대전 스페셜,장르: 격투,일정: 출시 (2010.12.02),Wii,0,0,0,http://bbs.ruliweb.com/game/9592,http://bbs.ruliweb.com/game/9592/review
5187,나루토: 우즈마키 인전 2,"장르: 어드벤처, 액션",일정: 출시 (2006.11.16),ETC,0,0,0,http://bbs.ruliweb.com/game/9593,http://bbs.ruliweb.com/game/9593/review
5188,나루토 질풍전: 레전드: 아카츠키 라이징,"장르: 어드벤처, 액션",일정: 출시 (2009.10.06),PSP,0,0,0,http://bbs.ruliweb.com/game/9594,http://bbs.ruliweb.com/game/9594/review
5189,나루토 질풍전: 시노비 열전 3,"장르: 격투, 액션",일정: 출시 (2009.04.29),NDS,0,0,0,http://bbs.ruliweb.com/game/9595,http://bbs.ruliweb.com/game/9595/review
5190,나루토: 더 브로큰 본드,"장르: 격투, 어드벤처, 액션",일정: 출시 (2008.11.18),X360,0,0,0,http://bbs.ruliweb.com/game/9596,http://bbs.ruliweb.com/game/9596/review
5191,나루토 질풍전: 시노비 열전 2,"장르: 격투, 액션",일정: 출시 (2008.04.24),NDS,0,0,0,http://bbs.ruliweb.com/game/9597,http://bbs.ruliweb.com/game/9597/review
5192,나루토: 라이즈 오브 닌자,"장르: 격투, RPG",일정: 출시 (2007.10.30),X360,0,0,0,http://bbs.ruliweb.com/game/9598,http://bbs.ruliweb.com/game/9598/review
5193,나루토 RPG 2: 치도리 Vs 라센간,"장르: RPG, 액션",일정: 출시 (2005.07.14),NDS,0,0,0,http://bbs.ruliweb.com/game/9599,http://bbs.ruliweb.com/game/9599/review
5194,나루토: 닌자의 길 2,"장르: RPG, 액션",일정: 출시 (2006.07.13),NDS,0,0,0,http://bbs.ruliweb.com/game/9600,http://bbs.ruliweb.com/game/9600/review
5195,나루토 질풍전: 격투 닌자 대전 EX,"장르: 격투, 액션",일정: 출시 (2007.02.22),Wii ETC,0,0,0,http://bbs.ruliweb.com/game/9601,http://bbs.ruliweb.com/game/9601/review
5196,나루토 질풍전: 나루티밋 임팩트,"장르: 어드벤처, 액션",일정: 출시 (2011.10.18),PSP,7.9,12,0,http://bbs.ruliweb.com/game/9602,http://bbs.ruliweb.com/game/9602/review
5197,나루토 최강닌자 대결집 4 DS,"장르: 격투, 액션",일정: 출시 (2006.04.27),NDS,0,0,0,http://bbs.ruliweb.com/game/9603,http://bbs.ruliweb.com/game/9603/review
5198,나루토 질풍전: 최강닌자 대결집 5 DS,"장르: 격투, 액션",일정: 출시 (2007.07.19),NDS,0,0,0,http://bbs.ruliweb.com/game/9604,http://bbs.ruliweb.com/game/9604/review
5199,나루토: 얼티밋 닌자 히어로즈,"장르: 격투, 액션",일정: 출시 (2007.08.28),PSP,0,0,0,http://bbs.ruliweb.com/game/9605,http://bbs.ruliweb.com/game/9605/review
5200,나루토: 시노비 열전,"장르: 격투, 액션",일정: 출시 (2006.12.14),NDS,0,0,0,http://bbs.ruliweb.com/game/9606,http://bbs.ruliweb.com/game/9606/review
5201,나루토: 우즈마키 인전,"장르: 어드벤처, 액션",일정: 출시 (2005.09.18),ETC,0,0,0,http://bbs.ruliweb.com/game/9607,http://bbs.ruliweb.com/game/9607/review
5202,나루토 최강닌자 대결집 3 DS,장르: 액션,일정: 출시 (2005.04.21),NDS,0,0,0,http://bbs.ruliweb.com/game/9608,http://bbs.ruliweb.com/game/9608/review
5203,나루토: 나뭇잎 전기,장르: RPG,일정: 출시 (2003.03.27),ETC,0,0,0,http://bbs.ruliweb.com/game/9609,http://bbs.ruliweb.com/game/9609/review
5204,나루토 질풍전: 나루티밋 엑셀 2,"장르: 격투, 액션",일정: 출시 (2007.12.20),ETC,0,0,0,http://bbs.ruliweb.com/game/9610,http://bbs.ruliweb.com/game/9610/review
5205,더 콘 : 겜블 파이트,"장르: 격투, 액션",일정: 출시 (2006.02.23),PSP,0,0,0,http://bbs.ruliweb.com/game/9611,http://bbs.ruliweb.com/game/9611/review
5206,더 킹 오브 파이터즈 포터블 94~98 챕터 오브 오로치,"장르: 격투, 액션","일정: 출시 (2010.06.24), 출시 (2010.07.14)",PSP PSN,0,0,0,http://bbs.ruliweb.com/game/9612,http://bbs.ruliweb.com/game/9612/review
5207,기동전사 건담 : 건담 VS 건담 NEXTPLUS,"장르: 격투, 액션","일정: 출시 (2009.12.03), 출시 (2009.03.18)",PSP ETC,10,3,0,http://bbs.ruliweb.com/game/9613,http://bbs.ruliweb.com/game/9613/review
5208,금색의 갓슈벨 : 고고 마물 파이터,장르: 격투,일정: 출시 (2005.12.15),ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9614,http://bbs.ruliweb.com/game/9614/review
5209,금색의 갓슈벨 : 카드 배틀,"장르: 보드, 격투, 액션",일정: 출시 (2005.07.28),ETC,0,0,0,http://bbs.ruliweb.com/game/9615,http://bbs.ruliweb.com/game/9615/review
5210,금색의 갓슈벨 : 울어라 우정의 전격 2,"장르: 격투, 액션",일정: 출시 (2004.12.12),ETC,0,0,0,http://bbs.ruliweb.com/game/9616,http://bbs.ruliweb.com/game/9616/review
5211,금색의 갓슈벨 : 우정의 태크 배틀 2,"장르: 격투, 액션",일정: 출시 (2005.03.24),ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9617,http://bbs.ruliweb.com/game/9617/review
5212,금색의 갓슈벨 : 격전! 최강의 마물들,"장르: 격투, 액션",일정: 출시 (2005.12.15),ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9618,http://bbs.ruliweb.com/game/9618/review
5213,금색의 갓슈벨 : 마계의 북마크,장르: RPG,일정: 출시 (2004.07.15),ETC,0,0,0,http://bbs.ruliweb.com/game/9619,http://bbs.ruliweb.com/game/9619/review
5214,금색의 갓슈벨 : 우정의 태그 배틀,"장르: 격투, 액션",일정: 출시 (2003.11.30),ETC,0,0,0,http://bbs.ruliweb.com/game/9620,http://bbs.ruliweb.com/game/9620/review
5215,금색의 갓슈벨 : 우정의 태그 배틀 풀파워,"장르: 격투, 액션",일정: 출시 (2004.08.05),ETC,0,0,0,http://bbs.ruliweb.com/game/9621,http://bbs.ruliweb.com/game/9621/review
5216,금색의 갓슈벨 : 울어라 우정의 전격,"장르: 격투, 액션",일정: 출시 (2003.12.12),ETC,0,0,0,http://bbs.ruliweb.com/game/9622,http://bbs.ruliweb.com/game/9622/review
5217,길티기어 이그젝스 엑센트 코어 플러스 R,"장르: 격투, 액션","일정: 출시 (2008.03.27), 출시 (2008.07.24), 출시 (2009.05.12), 출시 (2015.05.27)",ETC PSP Wii PC/ON,0,0,0,http://bbs.ruliweb.com/game/9623,http://bbs.ruliweb.com/game/9623/review
5218,길티기어 2: 오버츄어,"장르: 어드벤처, 액션",일정: 출시 (2007.11.29),X360,0,0,0,http://bbs.ruliweb.com/game/9624,http://bbs.ruliweb.com/game/9624/review
5219,길티기어 이그젝스 엑센트 코어,"장르: 격투, 액션","일정: 출시 (2007.05.31), 출시 (2006.12.20), 출시 (2007.07.26)",ETC ETC Wii,0,0,0,http://bbs.ruliweb.com/game/9625,http://bbs.ruliweb.com/game/9625/review
5220,길티기어 더스트 스트라이커스,"장르: 격투, 액션",일정: 출시 (2006.04.25),NDS,0,0,0,http://bbs.ruliweb.com/game/9626,http://bbs.ruliweb.com/game/9626/review
5221,길티기어 저지먼트,"장르: 격투, 액션","일정: 출시 (2006.09.05), 출시 (2006.09.28)",PSP PSN,9,1,0,http://bbs.ruliweb.com/game/9627,http://bbs.ruliweb.com/game/9627/review
5222,길티기어 이그젝스 슬래시,"장르: 격투, 액션","일정: 출시 (2006.04.13), 출시 (2005.09.28)",ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9628,http://bbs.ruliweb.com/game/9628/review
5223,길티기어 이그젝스,"장르: 격투, 액션","일정: 출시 (2001.11.30), 출시 (2002.12.02)",ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9629,http://bbs.ruliweb.com/game/9629/review
5224,길티기어 젝스 어드밴스 에디션,"장르: 격투, 액션",일정: 출시 (2002.08.29),ETC,0,0,0,http://bbs.ruliweb.com/game/9630,http://bbs.ruliweb.com/game/9630/review
5225,길티기어 쁘띠 2,"장르: 격투, 액션",일정: 출시 (2001.09.27),ETC,0,0,0,http://bbs.ruliweb.com/game/9631,http://bbs.ruliweb.com/game/9631/review
5226,길티기어 쁘띠,"장르: 격투, 액션",일정: 출시 (2001.01.25),ETC,8,1,0,http://bbs.ruliweb.com/game/9632,http://bbs.ruliweb.com/game/9632/review
5227,길티기어,"장르: 격투, 액션",일정: 출시 (1998.05.14),PS2,0,0,0,http://bbs.ruliweb.com/game/9633,http://bbs.ruliweb.com/game/9633/review
5228,데프 잼 : 아이콘,장르: 액션,일정: 출시 (2007.03.06),PS3 X360,0,0,0,http://bbs.ruliweb.com/game/9635,http://bbs.ruliweb.com/game/9635/review
5229,데프 잼 : 파이트 포 뉴욕 - 테이크오버,"장르: 격투, 액션",일정: 출시 (2006.08.29),PSP,0,0,0,http://bbs.ruliweb.com/game/9636,http://bbs.ruliweb.com/game/9636/review
5230,드래곤볼 : 에볼루션,"장르: 격투, 액션",일정: 출시 (2009.03.19),PSP,0,0,0,http://bbs.ruliweb.com/game/9638,http://bbs.ruliweb.com/game/9638/review
5231,드래곤볼 Z : 인피니트 월드,"장르: 격투, 액션",일정: 출시 (2008.12.04),ETC,0,0,0,http://bbs.ruliweb.com/game/9639,http://bbs.ruliweb.com/game/9639/review
5232,드래곤볼 Z : 스파킹! 메테오,"장르: 격투, 액션",일정: 출시 (2007.10.04),ETC Wii,9,2,0,http://bbs.ruliweb.com/game/9640,http://bbs.ruliweb.com/game/9640/review
5233,드래곤볼 Z : 진무도회 2,"장르: 격투, 액션",일정: 출시 (2007.06.07),PSP,0,0,0,http://bbs.ruliweb.com/game/9641,http://bbs.ruliweb.com/game/9641/review
5234,드래곤볼 카이: 얼티밋 무투전,"장르: 격투, 액션",일정: 출시 (2011.02.03),NDS,0,0,0,http://bbs.ruliweb.com/game/9642,http://bbs.ruliweb.com/game/9642/review
5235,드래곤볼 Z : 스파킹! 네오,"장르: 격투, 액션","일정: 출시 (2006.10.05), 출시 (2006.11.19)",ETC Wii,0,0,0,http://bbs.ruliweb.com/game/9644,http://bbs.ruliweb.com/game/9644/review
5236,드래곤볼 Z : 진 무도회,"장르: 격투, 액션",일정: 출시 (2006.03.07),PSP,0,0,0,http://bbs.ruliweb.com/game/9645,http://bbs.ruliweb.com/game/9645/review
5237,드래곤볼 Z : 무공열전,"장르: 격투, 액션",일정: 출시 (2005.11.20),NDS,0,0,0,http://bbs.ruliweb.com/game/9646,http://bbs.ruliweb.com/game/9646/review
5238,드래곤볼 GT : 트랜스포메이션,장르: 아케이드,일정: 출시 (2005.08.09),ETC,0,0,0,http://bbs.ruliweb.com/game/9647,http://bbs.ruliweb.com/game/9647/review
5239,드래곤볼 Z : 타이케츠,"장르: 격투, 액션",일정: 출시 (2003.11.24),ETC,0,0,0,http://bbs.ruliweb.com/game/9648,http://bbs.ruliweb.com/game/9648/review
5240,드래곤볼 Z : 오공의 유산 2,"장르: RPG, 액션",일정: 출시 (2003.06.17),ETC,0,0,0,http://bbs.ruliweb.com/game/9650,http://bbs.ruliweb.com/game/9650/review
5241,드래곤볼 Z : 전설의 초전사들,장르: 전략,일정: 출시 (2002.06.30),ETC,0,0,0,http://bbs.ruliweb.com/game/9651,http://bbs.ruliweb.com/game/9651/review
5242,드래곤볼 Z : 하이퍼 디맨션,"장르: 격투, 액션",일정: 출시 (1996.03.29),ETC,0,0,0,http://bbs.ruliweb.com/game/9652,http://bbs.ruliweb.com/game/9652/review
5243,드래곤볼 Z : 초무투전 3,"장르: 격투, 액션",일정: 출시 (1994.09.29),ETC,0,0,0,http://bbs.ruliweb.com/game/9653,http://bbs.ruliweb.com/game/9653/review
5244,드래곤볼 Z : 초무투전 2,"장르: 격투, 액션",일정: 출시 (1993.12.17),ETC,0,0,0,http://bbs.ruliweb.com/game/9654,http://bbs.ruliweb.com/game/9654/review
5245,드래곤볼 GT: 파이널 바우트,"장르: 격투, 액션",일정: 출시 (1997.08.21),PS2,0,0,0,http://bbs.ruliweb.com/game/9655,http://bbs.ruliweb.com/game/9655/review
5246,드래곤 퀘스트 몬스터즈 -테리의 원더랜드-,장르: RPG,"일정: 출시 (1998.09.25), 출시 (2012.05.31)",ETC 3DS,9,21,0,http://bbs.ruliweb.com/game/9656,http://bbs.ruliweb.com/game/9656/review
5247,드래곤 퀘스트 몬스터즈2 -마루다의 이상한 열쇠-,장르: RPG,일정: 출시 (2001.03.09),ETC,0,0,0,http://bbs.ruliweb.com/game/9657,http://bbs.ruliweb.com/game/9657/review
5248,드래곤 퀘스트 몬스터즈1&2 -별내림의 용자와 목장의 친구들-,장르: RPG,일정: 출시 (2002.05.30),PS2,0,0,0,http://bbs.ruliweb.com/game/9658,http://bbs.ruliweb.com/game/9658/review
5249,드래곤 퀘스트 몬스터즈: 조커,장르: RPG,일정: 출시 (2006.12.28),NDS,0,0,0,http://bbs.ruliweb.com/game/9659,http://bbs.ruliweb.com/game/9659/review
5250,드림믹스 TV 월드 파이터즈,장르: 아케이드,일정: 출시 (2003.12.18),ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9660,http://bbs.ruliweb.com/game/9660/review
5251,더 럼블 피쉬,"장르: 격투, 액션","일정: 출시 (2005.03.17), 출시 (2004.02.29)",ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9661,http://bbs.ruliweb.com/game/9661/review
5252,더 럼블 피쉬 2,"장르: 격투, 액션",일정: 출시 (2005.02.28),ETC,0,0,0,http://bbs.ruliweb.com/game/9662,http://bbs.ruliweb.com/game/9662/review
5253,멜티 블러드 : 액트 카덴쟈,"장르: 격투, 액션","일정: 출시 (2007.07.27), 출시 (2006.08.10), 출시 (2005.03.25)",PC/ON ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9663,http://bbs.ruliweb.com/game/9663/review
5254,모탈 컴뱃,"장르: 격투, 액션",일정: 출시 (2011.04.19),PS3 X360 VITA,9.6,8,0,http://bbs.ruliweb.com/game/9664,http://bbs.ruliweb.com/game/9664/review
5255,모탈 컴뱃 : 아마겟돈,"장르: 격투, 액션","일정: 출시 (2006.10.11), 출시 (2006.10.17), 출시 (2007.05.29)",ETC X360 Wii,0,0,0,http://bbs.ruliweb.com/game/9665,http://bbs.ruliweb.com/game/9665/review
5256,모탈 컴뱃 : 언체인드,장르: 격투,일정: 출시 (2006.11.24),PSP,0,0,0,http://bbs.ruliweb.com/game/9666,http://bbs.ruliweb.com/game/9666/review
5257,모탈 컴뱃 : 소림승,"장르: 어드벤처, 액션",일정: 출시 (2005.09.16),ETC,0,0,0,http://bbs.ruliweb.com/game/9667,http://bbs.ruliweb.com/game/9667/review
5258,모탈 컴뱃 3,장르: 격투,"일정: 출시 (1995.10.07), 출시 (1995.03.31), 출시 (1995.10.31)",PS2 ETC PC/ON ETC,0,0,0,http://bbs.ruliweb.com/game/9668,http://bbs.ruliweb.com/game/9668/review
5259,모탈 컴뱃 2,"장르: 격투, 액션","일정: 출시 (1994.09.09), 출시 (1994.11.30), 출시 (1996.08.02)",ETC PC/ON PS2,0,0,0,http://bbs.ruliweb.com/game/9669,http://bbs.ruliweb.com/game/9669/review
5260,배틀 판타지아,장르: 격투,"일정: 출시 (2007.04.26), 출시 (2008.05.29), 출시 (2010.09.16), 출시 (2015.07.08)",ETC X360 PS3 PSN PC/ON,0,0,0,http://bbs.ruliweb.com/game/9670,http://bbs.ruliweb.com/game/9670/review
5261,버추어 파이터 5 파이널 쇼다운,"장르: 격투, 액션","일정: 출시 (2010.07.29), 출시 (2012.06.06)",ETC PS3 X360,8,72,0,http://bbs.ruliweb.com/game/9671,http://bbs.ruliweb.com/game/9671/review
5262,버추어 파이터 10주년 기념,"장르: 격투, 액션",일정: 출시 (2003.08.13),ETC,0,0,0,http://bbs.ruliweb.com/game/9672,http://bbs.ruliweb.com/game/9672/review
5263,버추어 파이터 3,"장르: 격투, 액션",일정: 출시 (1996.08.31),ETC,0,0,0,http://bbs.ruliweb.com/game/9673,http://bbs.ruliweb.com/game/9673/review
5264,버추어 파이터 키즈,"장르: 격투, 액션","일정: 출시 (1995.11.30), 출시 (1996.06.26)",ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9674,http://bbs.ruliweb.com/game/9674/review
5265,버추어 파이터 애니메이션,"장르: 격투, 액션",일정: 출시 (1996.03.29),ETC,0,0,0,http://bbs.ruliweb.com/game/9675,http://bbs.ruliweb.com/game/9675/review
5266,버추어 파이터 2,장르: 격투,"일정: 출시 (1996.11.30), 출시 (1994.11.30), 출시 (2011.01.20), 출시 (2004.10.14)",PC/ON ETC ETC Apple ETC,10,1,0,http://bbs.ruliweb.com/game/9676,http://bbs.ruliweb.com/game/9676/review
5267,버추어 파이터 리믹스,"장르: 격투, 액션","일정: 출시 (1995.03.31), 출시 (1995.07.14), 출시 (1996.08.31)",ETC ETC PC/ON,0,0,0,http://bbs.ruliweb.com/game/9677,http://bbs.ruliweb.com/game/9677/review
5268,버추어 파이터,"장르: 격투, 액션","일정: 출시 (1993.10.31), 출시 (1994.11.22)",ETC ETC,0,0,0,http://bbs.ruliweb.com/game/9678,http://bbs.ruliweb.com/game/9678/review
5269,블러디 로어 3,"장르: 격투, 액션","일정: 출시 (2000.11.30), 출시 (2001.03.01), 출시 (2003.05.27)",ETC ETC X360,0,0,0,http://bbs.ruliweb.com/game/9679,http://bbs.ruliweb.com/game/9679/review
5270,블러디 로어 2,"장르: 격투, 액션","일정: 출시 (1999.01.28), 출시 (2010.06.08), 출시 (2010.10.19)",PS2 PS3 PSN,0,0,0,http://bbs.ruliweb.com/game/9680,http://bbs.ruliweb.com/game/9680/review
5271,블러디 로어 1,"장르: 격투, 액션","일정: 출시 (1997.07.07), 출시 (1997.11.06), 출시 (2008.04.30), 출시 (2010.10.19)",ETC PS2 PS3 PSN,0,0,0,http://bbs.ruliweb.com/game/9681,http://bbs.ruliweb.com/game/9681/review
5272,블레이 블루: 배틀x배틀,"장르: 격투, 액션",일정: 출시 (2010.01.27),NDS,0,0,0,http://bbs.ruliweb.com/game/9682,http://bbs.ruliweb.com/game/9682/review
5273,블리치 : 소울 카니발,"장르: 격투, 액션",일정: 출시 (2008.10.23),PSP,0,0,0,http://bbs.ruliweb.com/game/9683,http://bbs.ruliweb.com/game/9683/review
5274,블리치 DS 4th : 플레임 브링거,"장르: 격투, 액션",일정: 출시 (2009.08.06),NDS,0,0,0,http://bbs.ruliweb.com/game/9684,http://bbs.ruliweb.com/game/9684/review
5275,블리치 : 버서스 크루세이드,"장르: 격투, 액션",일정: 출시 (2008.12.18),Wii,0,0,0,http://bbs.ruliweb.com/game/9685,http://bbs.ruliweb.com/game/9685/review
5276,블리치 : 소울 카니발 2,"장르: 격투, 액션",일정: 출시 (2009.12.10),PSP,10,1,0,http://bbs.ruliweb.com/game/9686,http://bbs.ruliweb.com/game/9686/review
5277,블리치: 더 써드 팬텀,"장르: 격투, 액션",일정: 출시 (2008.06.26),NDS,0,0,0,http://bbs.ruliweb.com/game/9687,http://bbs.ruliweb.com/game/9687/review
5278,블리치 : 히트 더 소울 5,"장르: 격투, 액션",일정: 출시 (2008.05.15),PSP,0,0,0,http://bbs.ruliweb.com/game/9688,http://bbs.ruliweb.com/game/9688/review
5279,블리치 : 블레이드 배틀러,"장르: 격투, 액션",일정: 출시 (2006.10.12),ETC,0,0,0,http://bbs.ruliweb.com/game/9689,http://bbs.ruliweb.com/game/9689/review
5280,블리치 : 히트 더 소울 4,"장르: 격투, 액션",일정: 출시 (2007.05.24),PSP,0,0,0,http://bbs.ruliweb.com/game/9690,http://bbs.ruliweb.com/game/9690/review
5281,블리치 DS 2nd: 승복 번쩍이는 진혼가,"장르: 격투, 액션",일정: 출시 (2007.02.15),NDS,0,0,0,http://bbs.ruliweb.com/game/9691,http://bbs.ruliweb.com/game/9691/review
5282,블리치 : 백인이 빛나는 윤무곡,"장르: 격투, 액션",일정: 출시 (2006.12.14),Wii,0,0,0,http://bbs.ruliweb.com/game/9692,http://bbs.ruliweb.com/game/9692/review
5283,블리치 : 블레이드 배틀러 2nd,장르: 격투,일정: 출시 (2006.10.12),ETC,0,0,0,http://bbs.ruliweb.com/game/9693,http://bbs.ruliweb.com/game/9693/review
5284,블리치 : 히트 더 소울 3,"장르: 격투, 액션",일정: 출시 (2006.07.20),PSP,0,0,0,http://bbs.ruliweb.com/game/9694,http://bbs.ruliweb.com/game/9694/review
5285,블리치 : 창공을 내달리는 운명,"장르: 격투, 액션",일정: 출시 (2007.10.09),NDS,0,0,0,http://bbs.ruliweb.com/game/9695,http://bbs.ruliweb.com/game/9695/review
5286,블리치 GC : 황혼에 만나는 사신,"장르: 격투, 액션",일정: 출시 (2005.12.08),ETC,0,0,0,http://bbs.ruliweb.com/game/9696,http://bbs.ruliweb.com/game/9696/review
5287,블리치 : 히트 더 소울 2,"장르: 격투, 액션",일정: 출시 (2005.09.01),PSP,0,0,0,http://bbs.ruliweb.com/game/9697,http://bbs.ruliweb.com/game/9697/review
5288,블리치 어드밴스 : 다홍색에 물드는 시혼계,"장르: 격투, 액션",일정: 출시 (2005.07.21),ETC,0,0,0,http://bbs.ruliweb.com/game/9698,http://bbs.ruliweb.com/game/9698/review
5289,블리치 : 히트 더 소울,"장르: 격투, 액션",일정: 출시 (2005.03.24),PSP,6,1,0,http://bbs.ruliweb.com/game/9699,http://bbs.ruliweb.com/game/9699/review
5290,사이킥 포스 2012,"장르: 격투, 액션","일정: 출시 (1997.11.30), 출시 (1999.03.04), 출시 (1999.10.07), 출시 (2008.09.09), 출시 (2005.12.25)",ETC ETC PS2 PS3 ETC,0,0,0,http://bbs.ruliweb.com/game/9700,http://bbs.ruliweb.com/game/9700/review
5291,세인트세이야 황금전설편 퍼펙트 에디션,장르: RPG,일정: 출시 (2003.07.31),ETC,0,0,0,http://bbs.ruliweb.com/game/9701,http://bbs.ruliweb.com/game/9701/review
5292,세인트세이야 성역십이궁편,"장르: 격투, 액션",일정: 출시 (2005.04.07),ETC,0,0,0,http://bbs.ruliweb.com/game/9702,http://bbs.ruliweb.com/game/9702/review
5293,소울칼리버 레전드,"장르: 격투, 액션","일정: 출시 (2007.11.20), 출시 (2008.06.05)",Wii,6,2,0,http://bbs.ruliweb.com/game/9703,http://bbs.ruliweb.com/game/9703/review
5294,세인트세이야 명왕 하데스십이궁편,"장르: 격투, 액션",일정: 출시 (2007.02.01),ETC,0,0,0,http://bbs.ruliweb.com/game/9704,http://bbs.ruliweb.com/game/9704/review
5295,소울칼리버,"장르: 격투, 액션","일정: 출시 (1998.07.30), 출시 (1999.08.05), 출시 (2008.07.02)",ETC ETC X360,10,4,0,http://bbs.ruliweb.com/game/9705,http://bbs.ruliweb.com/game/9705/review
5296,아랑전 : 브레이크블로우,"장르: 격투, 액션",일정: 출시 (2006.07.27),ETC,0,0,0,http://bbs.ruliweb.com/game/9706,http://bbs.ruliweb.com/game/9706/review
5297,점프 슈퍼 스타즈,"장르: 격투, 액션",일정: 출시 (2005.08.08),NDS,0,0,0,http://bbs.ruliweb.com/game/9707,http://bbs.ruliweb.com/game/9707/review
5298,조이드 인피니티 푸조스,"장르: 격투, 액션",일정: 출시 (2005.02.17),ETC,0,0,0,http://bbs.ruliweb.com/game/9708,http://bbs.ruliweb.com/game/9708/review
5299,조이드 대시,"장르: 격투, 액션",일정: 출시 (2006.06.15),NDS,0,0,0,http://bbs.ruliweb.com/game/9709,http://bbs.ruliweb.com/game/9709/review
5300,조이드 2 : 헤릭 공화국 대 가이로즈 제국,"장르: 격투, 액션",일정: 출시 (2002.02.21),PS2,0,0,0,http://bbs.ruliweb.com/game/9710,http://bbs.ruliweb.com/game/9710/review
5301,조이드 사가,"장르: RPG, 액션",일정: 출시 (2001.11.30),ETC,0,0,0,http://bbs.ruliweb.com/game/9711,http://bbs.ruliweb.com/game/9711/review
5302,철권 카드 챌린지,장르: 격투,일정: 출시 (1999.06.17),ETC,0,0,0,http://bbs.ruliweb.com/game/9712,http://bbs.ruliweb.com/game/9712/review
5303,철권 5: 다크 리저렉션,"장르: 격투, 액션","일정: 출시 (2005.11.30), 출시 (2006.06.06), 출시 (2006.12.12)",ETC PSP PS3,0,0,0,http://bbs.ruliweb.com/game/9713,http://bbs.ruliweb.com/game/9713/review
5304,철권 5 다크 리저렉션 온라인,"장르: 격투, 액션",일정: 출시 (2007.08.10),PS3 PSN,0,0,0,http://bbs.ruliweb.com/game/9714,http://bbs.ruliweb.com/game/9714/review
5305,슈퍼 스트리트 파이터 2 터보 HD 리믹스,"장르: 격투, 액션","일정: 출시 (2008.11.25), 출시 (2008.11.26), 출시 (2009.01.08)",PS3 X360 PSN,0,0,0,http://bbs.ruliweb.com/game/9715,http://bbs.ruliweb.com/game/9715/review
5306,하이퍼 스트리트 파이터 2 : 애니버서리 에디션,"장르: 격투, 액션","일정: 출시 (2004.05.28), 출시 (2003.12.22), 출시 (2005.02.22)",ETC ETC X360,0,0,0,http://bbs.ruliweb.com/game/9716,http://bbs.ruliweb.com/game/9716/review
5307,슈퍼 스트리트 파이터 2 X : 리바이벌,"장르: 격투, 액션",일정: 출시 (2001.10.30),ETC,0,0,0,http://bbs.ruliweb.com/game/9717,http://bbs.ruliweb.com/game/9717/review
5308,스트리트 파이터 2010,장르: 보드,일정: 출시 (1990.08.08),ETC,0,0,0,http://bbs.ruliweb.com/game/9718,http://bbs.ruliweb.com/game/9718/review
